time,open,high,low,close,volume
2023-10-22 12:03,0.51655,0.51665,0.51645,0.51656,53200
2023-10-22 12:03,0.51655,0.51665,0.51645,0.51656,53200
2023-10-22 12:03,0.51655,0.51665,0.51645,0.51656,53200
2023-10-22 12:04,0.51659,0.51667,0.51652,0.51661,14700
2023-10-22 12:04,0.51659,0.51667,0.51652,0.51661,14700
2023-10-22 12:04,0.51659,0.51667,0.51652,0.51661,14700
2023-10-22 12:05,0.51661,0.51662,0.5166,0.51662,7900
2023-10-22 12:05,0.51661,0.51662,0.5166,0.51662,7900
2023-10-22 12:05,0.51661,0.51662,0.5166,0.51662,7900
2023-10-22 12:06,0.51663,0.51686,0.51663,0.51686,57500
2023-10-22 12:06,0.51663,0.51686,0.51663,0.51686,57500
2023-10-22 12:06,0.51663,0.51686,0.51663,0.51686,57500
2023-10-22 12:07,0.51686,0.51697,0.5168,0.51689,102300
2023-10-22 12:07,0.51686,0.51697,0.5168,0.51689,102300
2023-10-22 12:07,0.51686,0.51697,0.5168,0.51689,102300
2023-10-22 12:08,0.51688,0.51717,0.51688,0.51717,86800
2023-10-22 12:08,0.51688,0.51717,0.51688,0.51717,86800
2023-10-22 12:08,0.51688,0.51717,0.51688,0.51717,86800
2023-10-22 12:09,0.51717,0.5172,0.51698,0.51698,81000
2023-10-22 12:09,0.51717,0.5172,0.51698,0.51698,81000
2023-10-22 12:09,0.51717,0.5172,0.51698,0.51698,81000
2023-10-22 12:10,0.51694,0.51703,0.5167,0.51701,43700
2023-10-22 12:10,0.51694,0.51703,0.5167,0.51701,43700
2023-10-22 12:10,0.51694,0.51703,0.5167,0.51701,43700
2023-10-22 12:11,0.51702,0.51721,0.51702,0.5172,28800
2023-10-22 12:11,0.51702,0.51721,0.51702,0.5172,28800
2023-10-22 12:11,0.51702,0.51721,0.51702,0.5172,28800
2023-10-22 12:12,0.5172,0.51726,0.517,0.51726,37400
2023-10-22 12:12,0.5172,0.51726,0.517,0.51726,37400
2023-10-22 12:12,0.5172,0.51726,0.517,0.51726,37400
2023-10-22 12:13,0.51725,0.51733,0.51723,0.51733,25600
2023-10-22 12:13,0.51725,0.51733,0.51723,0.51733,25600
2023-10-22 12:13,0.51725,0.51733,0.51723,0.51733,25600
2023-10-22 12:14,0.51732,0.51732,0.51693,0.51704,62500
2023-10-22 12:14,0.51732,0.51732,0.51693,0.51704,62500
2023-10-22 12:14,0.51732,0.51732,0.51693,0.51704,62500
2023-10-22 12:15,0.51705,0.51713,0.51705,0.51708,23100
2023-10-22 12:15,0.51705,0.51713,0.51705,0.51708,23100
2023-10-22 12:15,0.51705,0.51713,0.51705,0.51708,23100
2023-10-22 12:16,0.51714,0.51733,0.51714,0.51732,46800
2023-10-22 12:16,0.51714,0.51733,0.51714,0.51732,46800
2023-10-22 12:16,0.51714,0.51733,0.51714,0.51732,46800
2023-10-22 12:17,0.51732,0.51735,0.51726,0.51726,37100
2023-10-22 12:17,0.51732,0.51735,0.51726,0.51726,37100
2023-10-22 12:17,0.51732,0.51735,0.51726,0.51726,37100
2023-10-22 12:18,0.51727,0.51739,0.51727,0.51737,25000
2023-10-22 12:18,0.51727,0.51739,0.51727,0.51737,25000
2023-10-22 12:18,0.51727,0.51739,0.51727,0.51737,25000
