time,open,high,low,close,volume
2023-10-23 10:05,0.5261,0.52623,0.52603,0.52613,120900
2023-10-23 10:06,0.52615,0.52652,0.52603,0.52651,107800
2023-10-23 10:07,0.52651,0.52651,0.52609,0.52609,149000
2023-10-23 10:08,0.52614,0.52627,0.52601,0.52609,38100
2023-10-23 10:09,0.5261,0.52634,0.52605,0.52614,238400
2023-10-23 10:10,0.52614,0.52614,0.52567,0.52574,162300
2023-10-23 10:11,0.52576,0.52612,0.52564,0.52612,238900
2023-10-23 10:12,0.52613,0.52613,0.52612,0.52612,14600
2023-10-23 10:13,0.52613,0.52613,0.52574,0.52578,74000
2023-10-23 10:14,0.52578,0.52578,0.52541,0.52552,240900
2023-10-23 10:15,0.52548,0.5255,0.52536,0.52549,88400
2023-10-23 10:16,0.5255,0.5255,0.52534,0.52535,104100
2023-10-23 10:17,0.52537,0.52661,0.52536,0.52661,376200
2023-10-23 10:18,0.52661,0.5272,0.52639,0.52696,216800
2023-10-23 10:19,0.52697,0.5305,0.52693,0.53035,4347200
2023-10-23 10:20,0.53033,0.53051,0.52923,0.52998,2135500
2023-10-23 10:21,0.52998,0.53021,0.5295,0.5295,761200
2023-10-23 10:22,0.52951,0.52967,0.52925,0.52933,372400
2023-10-23 10:23,0.52942,0.53001,0.52941,0.52988,283800
2023-10-23 10:24,0.52989,0.5301,0.52983,0.52983,291200
2023-10-23 10:25,0.52984,0.53025,0.52969,0.52969,467400
2023-10-23 10:26,0.52969,0.52987,0.52967,0.52987,161900
2023-10-23 10:27,0.52986,0.52987,0.52937,0.52951,496900
2023-10-23 10:28,0.52951,0.52961,0.52935,0.52936,72900
2023-10-23 10:29,0.52937,0.52952,0.52913,0.52952,244300
2023-10-23 10:30,0.52951,0.52965,0.52947,0.52964,147300
2023-10-23 10:31,0.52964,0.53032,0.52955,0.53032,260900
2023-10-23 10:32,0.53033,0.53064,0.53022,0.53036,504700
2023-10-23 10:33,0.53035,0.53128,0.53035,0.53096,397500
2023-10-23 10:34,0.53096,0.53106,0.53059,0.53106,187700
2023-10-23 10:35,0.53106,0.53122,0.53079,0.53122,279600
2023-10-23 10:36,0.53122,0.5313,0.53075,0.53091,267900
2023-10-23 10:37,0.53093,0.5315,0.53086,0.53146,368400
2023-10-23 10:38,0.53147,0.53147,0.53096,0.53141,120900
2023-10-23 10:39,0.53141,0.53141,0.531,0.53135,231200
2023-10-23 10:40,0.53128,0.53167,0.53123,0.53166,427100
2023-10-23 10:41,0.53166,0.53176,0.53153,0.53173,152800
2023-10-23 10:42,0.53173,0.53181,0.53144,0.53181,244300
2023-10-23 10:43,0.53181,0.53206,0.53157,0.53164,475100
2023-10-23 10:44,0.53164,0.53183,0.53161,0.53183,42600
2023-10-23 10:45,0.53183,0.53195,0.53119,0.53128,420200
2023-10-23 10:46,0.53128,0.53128,0.53006,0.53093,1687500
2023-10-23 10:47,0.53093,0.53129,0.53093,0.53115,223000
2023-10-23 10:48,0.53115,0.53338,0.53107,0.53322,1480100
2023-10-23 10:49,0.5332,0.5332,0.53277,0.53283,759200
2023-10-23 10:50,0.53274,0.53274,0.53202,0.53216,316800
2023-10-23 10:51,0.53216,0.53229,0.53163,0.53171,329300
2023-10-23 10:52,0.53171,0.53179,0.53118,0.53118,333300
2023-10-23 10:53,0.53124,0.53129,0.53102,0.53102,109100
2023-10-23 10:54,0.53102,0.53137,0.53098,0.53133,178000
2023-10-23 10:55,0.53134,0.53205,0.53127,0.53198,219300
2023-10-23 10:56,0.53197,0.53197,0.53128,0.53137,181600
2023-10-23 10:57,0.53136,0.53145,0.53092,0.53131,231800
2023-10-23 10:58,0.5313,0.5313,0.53094,0.53107,207500
2023-10-23 10:59,0.53107,0.53113,0.53073,0.53098,139600
2023-10-23 11:00,0.53105,0.53146,0.5309,0.53097,205900
2023-10-23 11:01,0.53097,0.53153,0.53097,0.53105,142000
2023-10-23 11:02,0.53103,0.53108,0.5304,0.53086,405800
2023-10-23 11:03,0.53094,0.53095,0.52986,0.53054,335700
2023-10-23 11:04,0.53061,0.53071,0.53018,0.53068,598500
2023-10-23 11:05,0.53063,0.53093,0.53027,0.53032,193400
2023-10-23 11:06,0.53032,0.53032,0.52946,0.52955,182100
2023-10-23 11:07,0.52955,0.52977,0.52937,0.52966,263500
2023-10-23 11:08,0.52968,0.52975,0.52883,0.52908,429800
2023-10-23 11:09,0.52908,0.52917,0.52888,0.52898,59400
2023-10-23 11:10,0.52899,0.52904,0.52857,0.52858,522600
2023-10-23 11:11,0.52862,0.52907,0.52862,0.52901,327100
2023-10-23 11:12,0.52902,0.52935,0.52883,0.52935,121200
2023-10-23 11:13,0.52935,0.53035,0.52935,0.52967,533800
2023-10-23 11:14,0.52967,0.52998,0.52961,0.52974,255100
2023-10-23 11:15,0.52966,0.52967,0.52933,0.52959,62200
2023-10-23 11:16,0.52963,0.52963,0.52935,0.52941,33300
2023-10-23 11:17,0.52938,0.52946,0.52936,0.52937,29000
2023-10-23 11:18,0.52937,0.52964,0.52937,0.52964,50600
2023-10-23 11:19,0.52964,0.53003,0.52943,0.53003,251600
2023-10-23 11:20,0.53004,0.53014,0.52972,0.52982,570700
2023-10-23 11:21,0.5298,0.5299,0.52973,0.52979,48900
2023-10-23 11:22,0.5298,0.52993,0.52978,0.52988,89800
2023-10-23 11:23,0.52988,0.53004,0.52976,0.52976,186300
2023-10-23 11:24,0.52976,0.53009,0.52972,0.53007,1311500
2023-10-23 11:25,0.53007,0.53045,0.53007,0.53043,133100
2023-10-23 11:26,0.5304,0.53064,0.52996,0.53011,207300
2023-10-23 11:27,0.53011,0.53019,0.52996,0.53013,125600
2023-10-23 11:28,0.53013,0.53013,0.52972,0.52972,463200
2023-10-23 11:29,0.52972,0.52983,0.529,0.52917,1714600
2023-10-23 11:30,0.52917,0.52938,0.529,0.52901,267800
2023-10-23 11:31,0.52901,0.52901,0.52873,0.52874,143300
2023-10-23 11:32,0.52874,0.52899,0.52869,0.52899,197000
2023-10-23 11:33,0.52899,0.52899,0.52859,0.52868,139300
2023-10-23 11:34,0.52869,0.52943,0.52869,0.52931,211000
2023-10-23 11:35,0.52936,0.53011,0.52933,0.52958,263400
2023-10-23 11:36,0.52956,0.53058,0.52944,0.53049,254800
2023-10-23 11:37,0.53052,0.53066,0.53028,0.53054,161200
2023-10-23 11:38,0.53054,0.53054,0.53003,0.53039,88700
2023-10-23 11:39,0.53038,0.53039,0.52999,0.53037,245800
2023-10-23 11:40,0.53036,0.53058,0.53036,0.53045,140500
2023-10-23 11:41,0.53044,0.53084,0.53041,0.53064,141800
2023-10-23 11:42,0.53059,0.53063,0.53023,0.53054,387200
2023-10-23 11:43,0.5305,0.5305,0.52975,0.53015,612800
2023-10-23 11:44,0.53023,0.53061,0.53014,0.53056,63800
2023-10-23 11:45,0.53058,0.53073,0.52994,0.53001,146100
2023-10-23 11:46,0.53003,0.53028,0.52984,0.52984,64500
2023-10-23 11:47,0.52985,0.52987,0.529,0.52924,190000
2023-10-23 11:48,0.52926,0.53004,0.52919,0.5299,127300
2023-10-23 11:49,0.52975,0.53004,0.52971,0.52998,107100
2023-10-23 11:50,0.52996,0.53063,0.52996,0.53051,103500
2023-10-23 11:51,0.53048,0.53097,0.53048,0.53062,111300
2023-10-23 11:52,0.53063,0.53109,0.53041,0.53049,395400
2023-10-23 11:53,0.53052,0.53106,0.53052,0.53105,278600
2023-10-23 11:54,0.53105,0.53105,0.53041,0.53041,78800
2023-10-23 11:55,0.53048,0.53052,0.53031,0.5304,98500
2023-10-23 11:56,0.53041,0.53127,0.5304,0.53127,234800
2023-10-23 11:57,0.53123,0.53147,0.53106,0.53142,193400
2023-10-23 11:58,0.53143,0.53199,0.53142,0.53186,194600
2023-10-23 11:59,0.53183,0.53183,0.53132,0.53146,99600
2023-10-23 12:00,0.53146,0.53146,0.53085,0.53086,127900
2023-10-23 12:01,0.53088,0.53143,0.53081,0.53136,143500
2023-10-23 12:02,0.5313,0.53159,0.531,0.53159,71900
2023-10-23 12:03,0.53161,0.53169,0.53079,0.53091,223900
2023-10-23 12:04,0.53092,0.53165,0.53087,0.53161,234000
2023-10-23 12:05,0.53161,0.53212,0.53159,0.53209,52300
2023-10-23 12:06,0.53216,0.5325,0.53215,0.53224,214400
2023-10-23 12:07,0.53224,0.53224,0.53176,0.53207,104400
